title,label,service_id,service_name,category
"Netflix reserve the right to disclose personal info, no notification.",bad,185,Netflix,Your personal data may be disclosed to comply with government requests without notice to you
"If you live in the European Economic Area, your data is processed and stored in countries that are less friendly to user privacy protection",bad,1511,Shopify,Your data is processed and stored in a country that is less friendly to user privacy protection
This service throttles your use,bad,2491,Gfycat,Your use is throttled
 A list of all cookies set by the website is provided,good,3202,Synology, A list of all cookies set by the website is provided
No personal data is collected by the service,good,2557,TourOfCalifornia.org,You can access most of the pages on the service's website without revealing any personal information
Your Personal data may be sold unless you opt out if you're a California Resident,bad,989,Washington Post,Your Personal data may be sold unless you opt out
This service is only available to users over a 18 years of age,neutral,347,GoDaddy,This service is only available to users over a certain age
The court of law governing the terms is in France.,neutral,4774,Simitless,The court of law governing the terms is in location X
The court of law governing the terms is in Netherlands,neutral,1826,Disroot,The court of law governing the terms is in location X
Content is published under a free license instead of a bilateral one,good,177,Wikimedia,Content is published under a free license instead of a bilateral one
"Users agree not to use the service to submit libelous, harassing or threatening content",neutral,1745,ProtonVPN,"You agree not to submit libelous, harassing or threatening content"
This service is a subsidiary of DoorDash Inc.,neutral,2195,Wolt,This service is a subsidiary of Company X
60 days of notice are given before closing your account,good,1588,Coinbase,30 days of notice are given before closing your account
This service allows you to retrieve an archive of your data,good,306,Mega,You can retrieve an archive of your data
"You are responsible for any risks, damages, or losses that may incur by downloading materials",neutral,2062,Calendly,"You are responsible for any risks, damages, or losses that may incur by downloading materials"
User accounts can be terminated after having been in breach of the terms of service repeatedly,good,306,Mega,User accounts can be terminated after having been in breach of the terms of service repeatedly
The court of law governing the terms is in location Switzerland,neutral,1696,Tresorit,The court of law governing the terms is in location X
Users have a reduced time period to take legal action against the service,bad,208,Pure Dating,You have a reduced time period to take legal action against the service
"The court of law governing the terms is in California, USA",neutral,3534,Flipboard,The court of law governing the terms is in location X
They may stop providing Yle ID at any time,neutral,3580,Yleisradio,They may stop providing the service at any time
"Unless Wickr decides otherwise, you are forced into binding arbitration in case of disputes",bad,3587,Wickr Me,You are forced into binding arbitration in case of disputes
The website are made available under a free software license,good,3405,Chapril,Features of the service are made available under a free software license
The user must be 16 years of age or older to become a Crunchyroll Member,neutral,846,Crunchyroll,This service is only available to users over a certain age
"You are tracked via web beacons, tracking pixels, browser fingerprinting, and device fingerprinting",bad,838,10minutemail,"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting"
The service is provided 'as is' and to be used at your sole risk,neutral,262,Symbaloo,The service is provided 'as is' and to be used at your sole risk
[UK] Any liability on behalf of the service is only limited to the fees you paid as a user or £100,bad,4024,Just Eat,Any liability on behalf of the service is only limited to the fees you paid as a user
There is a date of the last update of the agreements (Terms: May 2021),neutral,3906,YouGov,There is a date of the last update of the agreements
"The court of law governing the terms is in Johannesburg, South Africa",neutral,3682,webmail,The court of law governing the terms is in location X
"You can scrape the site, as long as it doesn't impact the server too much",good,4813,CodeSandbox,"You can scrape the site, as long as it doesn't impact the server too much"
Any liability on behalf of the service is only limited to the fees you paid as a user ,bad,2391,LBRY,Any liability on behalf of the service is only limited to the fees you paid as a user
Users can access most of the pages on the service's website without revealing any personal information,good,2529,Encyclopedia Britannica,You can access most of the pages on the service's website without revealing any personal information
Archives of their agreements are provided so that changes can be viewed over time,good,177,Wikimedia,Archives of their agreements are provided so that changes can be viewed over time
The court of law governing the terms is in Switzerland,neutral,2811,Swiss Government,The court of law governing the terms is in location X
Your identity is used in ads that are shown to other users,bad,1830,Strava,Your identity is used in ads that are shown to other users
This service does not force users into binding arbitration,good,2543,Le Parisien,You aren’t forced into binding arbitration in case of disputes
"The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection (Georgia, USA)",bad,2062,Calendly,The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection
This service assumes no responsibility and liability for the contents of links to other websites,neutral,1597,Huawei,This service assumes no responsibility and liability for the contents of links to other websites
Your account can be deleted or permanently suspended without prior notice and without a reason,bad,3202,Synology,Your account can be deleted or permanently suspended without prior notice and without a reason
"The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection (Virginia, USA)",bad,3824,SpanishDict,The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection
This service shares your personal data with third parties that are not involved in its operation,bad,989,Washington Post,This service shares your personal data with third parties that are not essential to its operation
This service reserves the right to disclose your personal information without notifying you,bad,460,Credit Karma,Your personal data may be disclosed to comply with government requests without notice to you
User content can be licensed to third parties,bad,989,Washington Post,Your content can be licensed to third parties
The court of law governing the terms is in location Panama,neutral,697,NordVPN,The court of law governing the terms is in location X
The service provides details about what kinds of information they collect,good,2568,NewPipe,Information is provided about what kind of information they collect
"When the service wants to make a material change to its terms, users are notified at least 30 days in advance",good,186,Flickr,"When the service wants to make a material change to its terms, you are notified at least 30 days in advance"
Users are entitled to a refund if certain thresholds or standards are not met by the service,good,2929,Wish,You are entitled to a refund if certain thresholds or standards are not met by the service
Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder,neutral,511,MyAnimeList,Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder
This service reserves the right to edit any content you post ,bad,2543,Le Parisien,Content you post may be edited by the service for any reason
SmartThings can distribute your content through any media known now or in the future ,neutral,3428,SmartThings,Your content can be distributed through any media known now or in the future
The service promises (subject to law) to inform and/or notify users regarding government inquiries that may involve users' personal data ,good,1209,Ryver,The service promises to inform and/or notify you regarding government inquiries that may involve your personal data
This service collects your IP address for location use,neutral,2416,BitDefender,"Your IP address is collected, which can be used to view your approximate location"
You must provide your identifiable and medical information,bad,1731,Follow My Health,You must provide your identifiable information
Third parties (Bing) are involved in operating the service,neutral,2973,Swisscows,Third parties are involved in operating the service
"[PP] You should revisit the terms periodically, although in case of material changes, the service will notify",neutral,6686,Leetify,"You should revisit the terms periodically, although in case of material changes, the service will notify"
Private messages may be read,bad,3259,GlobaliD,Private messages can be read
The service may unintentionally sell your personal data,bad,1554,Ting Inc.,Your Personal data may be sold unless you opt out
You have the right to leave this service at any time,good,327,RiseUp.net,You have the right to leave this service at any time
The court of law governing the terms is in the United States of America and the Commonwealth of Massachusetts,neutral,2756,Alzforum,The court of law governing the terms is in location X
You have a reduced time period (90 days) to take legal action against the service,bad,3262,Privacy.com,You have a reduced time period to take legal action against the service
[UK] Information is gathered about you through third parties,bad,4024,Just Eat,Information is gathered about you through third parties
The court of law governing the terms is in Spain,neutral,3522,Movistar,The court of law governing the terms is in location X
There is a date of the last update of the Terms of Service,neutral,846,Crunchyroll,There is a date of the last update of the agreements
"Third party cookies are employed, but with opt out instructions",bad,2411,Layers of London,"Third party cookies are employed, but with opt out instructions"
The service provides a free help desk,good,2529,Encyclopedia Britannica,A free help desk is provided
The service can suspend your account for several reasons,neutral,306,Mega,Your account can be suspended for several reasons
personal data is not sold,good,592,Campus Innovations Kultur,Your personal data is not sold
Blocking first party cookies may limit your ability to use the service,neutral,511,MyAnimeList,Blocking first party cookies may limit your ability to use the service
This service forces users into binding arbitration in the case of disputes for users outside the EU,bad,1830,Strava,You are forced into binding arbitration in case of disputes
This service may use your personal information for marketing purposes unless you opt out,bad,2582,Linksys,Your personal data may be used for marketing purposes
"You are prohibited from sending chain letters, junk mail, spam or any unsolicited messages",neutral,177,Wikimedia,"You are prohibited from sending chain letters, junk mail, spam or any unsolicited messages"
The court of law governing the terms of Yle ID is in Finland,neutral,3580,Yleisradio,The court of law governing the terms is in location X
You are forced into binding arbitration in case of disputes,bad,460,Credit Karma,You are forced into binding arbitration in case of disputes
Your personal data is not shared with third parties,good,1607,SourceHut,Your personal data is not shared with third parties
The service has non-exclusive use to your content,good,534,Kahoot!,The service has non-exclusive use of your content
"When Yle wants to make a material change to the terms of Yle ID, you are notified a week in advance (with exceptions)",good,3580,Yleisradio,"When the service wants to change its terms, you are notified a week or more in advance"
You are forced into binding arbitration or small claims court in case of disputes,bad,3262,Privacy.com,You are forced into binding arbitration in case of disputes
The service explains how to prevent disclosure of personal information to third parties,good,1488,Cover your Tracks,The service explains how to prevent disclosure of personal information to third parties
Features of the website are made available under a free software license (AGPL) v3.0,good,1348,Bitwarden,Features of the service are made available under a free software license
Third-party web beacons are used for advertising,bad,505,Canva,Third-party cookies are used for advertising
The service can delete  comments without reason and may do it without prior notice,bad,2036,Orchid VPN,Specific content can be deleted without reason and may be removed without prior notice
Content you post may be edited by the service for any reason,bad,3181,Headspace,Content you post may be edited by the service for any reason
"If you're a resident of the EU or the UK, you can limit how your information is used by third-parties and the service",good,3144,OneSignal,You can limit how your information is used by third-parties and the service
[UK] Many different types of personal data are collected,bad,4024,Just Eat,Many different types of personal data are collected
They store data on you even if you did not interact with the service,bad,3534,Flipboard,They store data on you even if you did not interact with the service
"Outside of Europe, this service assumes no liability for any losses or damages resulting from any matter relating to the service",neutral,5643,Ableton,The service assumes no liability for any damages the user incurs
You must create an account to use SmartThings,neutral,3428,SmartThings,You must create an account to use this service
Your content can be distributed through any media known now or in the future,neutral,989,Washington Post,Your content can be distributed through any media known now or in the future
Third-party cookies are used for advertising,bad,511,MyAnimeList,Third-party cookies are used for advertising
Products and Services are provided 'as is' and to be used at the users' sole risk,neutral,3428,SmartThings,The service is provided 'as is' and to be used at your sole risk
Third parties are involved in operating the service and these may collect your IP address,neutral,3615,Signal Stickers,Third parties are involved in operating the service
The court of law governing the terms depends on where the user is located,neutral,2195,Wolt,The court of law governing the terms is in location X
All Traffic is unencrypted (no https),bad,4411,TechByte Net,All Traffic is unencrypted (no https)
Copyright license limited for the purposes of that same service but transferable and sublicenseable,good,1581,HideMyAss!,Copyright license limited for the purposes of that same service but transferable and sublicenseable
The service can distribute your content through any media known now or in the future ,neutral,2491,Gfycat,Your content can be distributed through any media known now or in the future
[PP] There is a date of the last update of the agreements,neutral,10665,Vouchley,There is a date of the last update of the agreements
The services will notify users if personal data has been affected by data breaches,good,2491,Gfycat,You will be notified if personal data has been affected by data breaches
This service forces users into binding arbitration in the case of disputes,bad,460,Credit Karma,You are forced into binding arbitration in case of disputes
The service can delete specific content without prior notice and without a reason,bad,183,CouchSurfing,Specific content can be deleted without reason and may be removed without prior notice
Alternative accounts are not allowed,neutral,3181,Headspace,Alternative accounts are not allowed
This service only uses temporary session cookies,good,2220,AnonAddy,Only temporary session cookies are used
"When the service wants to change its terms, users are notified a week or more in advance.",good,306,Mega,"When the service wants to change its terms, you are notified a week or more in advance"
This service is only available for commercial use,neutral,2120,Alibaba,This service is only available for commercial use
Third-party cookies are used for statistics,bad,511,MyAnimeList,Third-party cookies are used for statistics
Your data is processed and stored in a country that is less friendly to user privacy protection,bad,2895,Line Corporation,Your data is processed and stored in a country that is less friendly to user privacy protection
This service employs third-party cookies,bad,2629,STiBaRC,"Third party cookies are employed, but with opt out instructions"
You can request (only) access to personal data,good,2359,Hinterland Games,"You can request access, correction and/or deletion of your data"
The court of law governing the terms is in Denmark,neutral,2768,Unity,The court of law governing the terms is in location X
Malwarebytes' app may use device fingerprinting on users.,bad,912,Malwarebytes,"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting"
This service respects your browser's Do Not Track (DNT) headers,good,2702,Douban,Your browser's Do Not Track (DNT) headers are respected
You have a reduced time period to take legal action against the service,bad,2947,Skillshare,You have a reduced time period to take legal action against the service
Many third parties are involved in operating the service,bad,306,Mega,Many third parties are involved in operating the service
Your account and domains can be deleted without prior notice and without a reason,bad,347,GoDaddy,Your account can be deleted or permanently suspended without prior notice and without a reason
You should follow the community guidelines,neutral,183,CouchSurfing,"Other applicable rules, terms, conditions or guidelines"
 The service is only available to United States residents and businesses,bad,3262,Privacy.com, The service is only available in some countries approved by its government
The apps are open-source,good,2748,IVPN,The service is open-source
The policy refers to documents that are missing or unfindable,bad,1537,Pexgle,The policy refers to documents that are missing or unfindable
Third-party cookies are used for statistics (AT internet; Google Analytics; Estat),bad,3153,Météo France,Third-party cookies are used for statistics
Any liability on behalf of the service is only limited to the fees you paid as a user or €1000,bad,444,Heaven HR,Any liability on behalf of the service is only limited to the fees you paid as a user
Your personal data may be used for marketing purposes,bad,2136,Le Soir,Your personal data may be used for marketing purposes
"The court of law governing the terms is in location New York, USA",neutral,1892,Artspace,The court of law governing the terms is in location X
"If you offer suggestions to the service, they may use that without your approval or compensation, but they do not become the owner",good,262,Symbaloo,"If you offer suggestions to the service, they may use that without your approval or compensation, but they do not become the owner"
"If you are the target of a copyright holder's take down notice, this service gives you the opportunity to defend yourself",good,306,Mega,"If you are the target of a copyright holder's take down notice, this service gives you the opportunity to defend yourself"
You are forced into binding arbitration in case of disputes (with some exceptions),bad,2768,Unity,You are forced into binding arbitration in case of disputes
You can opt out of targeted advertising,good,511,MyAnimeList,You can opt out of targeted advertising
Any liability on behalf of the service is only limited to $500,bad,3536,Google Analytics,Any liability on behalf of the service is only limited to the fees you paid as a user
User feedback is invited regarding changes to the terms.,good,2913,Nslookup,Your feedback is invited regarding changes to the terms
"The court of law governing the terms is in the State of Utah, USA",neutral,226,eBay,The court of law governing the terms is in location X
"[UK] You should revisit the terms periodically, although in case of material changes, the service will notify",neutral,4024,Just Eat,"You should revisit the terms periodically, although in case of material changes, the service will notify"
You are warned of the potential consequences related to third-party access,good,3475,DAVx⁵,You are warned of the potential consequences related to third-party access
There is a date of the last update of the Privacy Statement,neutral,3580,Yleisradio,There is a date of the last update of the agreements
This service's add-on may view your browser history,bad,2579,Pearltrees,Your browsing history can be viewed by the service
You agree to defend and indemnify the service in case of a claim related to your use of the service,neutral,2532,Authy (Twilio),"You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service"
Blocking first party cookies limits your ability to use some of the service,neutral,226,eBay,Blocking first party cookies may limit your ability to use the service
U.S. Residents are forced into binding arbitration in case of disputes,bad,1713,FaceApp,You are forced into binding arbitration in case of disputes
The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection (India),bad,3855,Guiding Tech,The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection
This service is a subsidiary of Microsoft,neutral,297,GitHub,This service is a subsidiary of Company X
"Users are responsible for any risks, damages, or losses they may incur by downloading materials",neutral,2543,Le Parisien,"You are responsible for any risks, damages, or losses that may incur by downloading materials"
"They reserve the right to suspend/terminate your access to or use of the Site without notice, in their sole discretion. ",bad,1537,Pexgle,Your account can be deleted or permanently suspended without prior notice and without a reason
This service is only available to users over 16 years old,neutral,3137,BudgetBakers,This service is only available to users over a certain age
The court of law governing the terms is in France,neutral,3115,L'Equipe,The court of law governing the terms is in location X
Any liability on behalf of the service is only limited to $50,bad,846,Crunchyroll,Any liability on behalf of the service is only limited to the fees you paid as a user
Roblox reserves the right to modify or discontinue the Service at any time without notice to the user,neutral,1336,Roblox,They may stop providing the service at any time
A list of all cookies set by the website is provided,good,3580,Yleisradio, A list of all cookies set by the website is provided
"This service offers a symbolic but nonbinding statement about a matter of opinion, ethics, society, or politics",good,2658,Metager,"This service offers a symbolic but nonbinding statement about a matter of opinion, ethics, society, or politics"
"You are tracked via web beacons, tracking pixels, browser fingerprinting and device fingerprinting",bad,2895,Line Corporation,"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting"
"You can delete or edit your content on this service, but it may persist in the service's archives",good,3262,Privacy.com,You can delete your content from this service
Promises will be kept after a merger or acquisition,good,3160,Rofkin,Promises will be kept after a merger or acquisition
Third parties are not allowed to access your personal information without a legal basis,good,3620,Open Source Initiative,Third parties are not allowed to access your personal information without a legal basis
You will be notified if personal data has been affected by data breaches,good,3181,Headspace,You will be notified if personal data has been affected by data breaches
This service is only available to users over 15 years old,neutral,3055,Doctolib,This service is only available to users over a certain age
The court of law governing the terms is State of California (U.S.),neutral,186,Flickr,The court of law governing the terms is in location X
You have a reduced time period (1 year) to take legal action against the service,bad,1553,Speedtest by Ookla,You have a reduced time period to take legal action against the service
"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",neutral,327,RiseUp.net,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service"
"The court of law governing the terms is in Delaware, USA",neutral,2536,WordReference,The court of law governing the terms is in location X
The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection (England and Wales),bad,2795,Veepn,The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection
Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.,neutral,460,Credit Karma,Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header
Users who have been permanently banned from this service are not allowed to re-register under a new account,neutral,3160,Rofkin,Banned users are prohibited from creating a new account
Microsoft may remotely disabled software you are not licensed to use.,bad,244,Microsoft Services,The service disables software that you are not licensed to use
Two factor authentication is provided for your account,good,1731,Follow My Health,Two factor authentication is provided for your account
Changes in policies are applied retroactively.,bad,4528,Tubi,Changes in policies are applied retroactively
No VPN logs,good,2716,CyberGhost,Only necessary logs are kept by the service to ensure quality
Personal information that is shared outside its jurisdiction is processed according to the original jurisdiction’s data protection standards,good,2136,Le Soir,Personal information that is shared outside its jurisdiction is processed according to the original jurisdiction’s data protection standards
This service provides archives of their Terms of Service so that changes can be viewed over time,good,2702,Douban,Archives of their agreements are provided so that changes can be viewed over time
Extra data may be collected about you through promotions,bad,989,Washington Post,Extra data may be collected about you through promotions
You can opt out of promotional communications,good,262,Symbaloo,You can opt out of promotional communications
Your provided identifiable information is actively checked by the service,bad,2895,Line Corporation,Your provided identifiable information is actively checked by the service
Yle ID is only available to users that are 13 years of age or older,neutral,3580,Yleisradio,This service is only available to users over a certain age
Tracking cookies refused will not limit your ability to use the service,good,2530,United States Postal Service,Refusing tracking cookies won’t limit your ability to use the service
Your browser's Do Not Track (DNT) headers are respected,good,2995,Among Us,Your browser's Do Not Track (DNT) headers are respected
Blocking cookies may limit your ability to use the service,neutral,1597,Huawei,Blocking first party cookies may limit your ability to use the service
Your account can be suspended for several reasons,neutral,3160,Rofkin,Your account can be suspended for several reasons
This service assumes no liability for any losses or damages resulting from any matter relating to the service,neutral,327,RiseUp.net,The service assumes no liability for any damages the user incurs
Google Analytics is used for statistics on their website,bad,3428,SmartThings,Third-party cookies are used for statistics
 You are being tracked via social media cookies/pixels,bad,2136,Le Soir, You are being tracked via social media cookies/pixels
You cannot delete your account of this service,bad,6285,Pantip.com,You cannot delete your account of this service
This service is only available to users of the minimum age of consent and up,neutral,603,Discogs,This service is only available to users over a certain age
The service can delete your account without a reason upon two weeks' notice,bad,2929,Wish,Your account can be deleted or permanently suspended without prior notice and without a reason
"In some countries, sensitive data is collected and shared to target advertising",bad,2895,Line Corporation,Sensitive data is collected and shared to target advertising
"The court of law governing the terms is in New York, USA",neutral,1581,HideMyAss!,The court of law governing the terms is in location X
Harming minors in any ways is prohibited,neutral,3160,Rofkin,Harming minors in any ways is prohibited
This service is a subsidiary of Prisma Media Group,neutral,4513,Prisma Media,This service is a subsidiary of Company X
Users have a reduced time period (2 years) to take legal action against the service,bad,2929,Wish,You have a reduced time period to take legal action against the service
"You must provide your legal name, pseudonyms are not allowed",bad,262,Symbaloo,"You must provide your legal name, pseudonyms are not allowed"
"The court of law governing the terms is in Madrid, Spain",neutral,2540,El Mundo (Spain),The court of law governing the terms is in location X
"Google Analytics, Facebook Analytics, Mixpanel and Fabric analytic are used for statistics",bad,3137,BudgetBakers,Third-party cookies are used for statistics
The service does not share user information with third parties but may do it in the future,good,1954,How-To Geek,Your personal data is not shared with third parties
"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free beta service",neutral,1339,Amazon AWS,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service"
"The service provides information about its attitude towards ethical, social or political problems or controversies",good,252,Uber,"This service offers a symbolic but nonbinding statement about a matter of opinion, ethics, society, or politics"
You are allowed to quote their content with attribution,neutral,2865,DrugBank,You are allowed to quote their content with attribution
Your personal data is given to third parties working for the service,bad,311,Snapchat,This service gives your personal data to third parties involved in its operation
Any liability on behalf of the service is only limited to 100€,bad,1696,Tresorit,Any liability on behalf of the service is only limited to the fees you paid as a user
This service can delete your content if you violate the terms,neutral,2074,Letterboxd,Your content can be deleted if you violate the terms
The service can delete your account without prior notice and without a reason,bad,327,RiseUp.net,Your account can be deleted or permanently suspended without prior notice and without a reason
This service is only available to users over the age of 16,neutral,4463,Vercel,This service is only available to users over a certain age
"For users living outside of North America, the court of law governing the terms is in location Ireland",neutral,417,Adobe Services,The court of law governing the terms is in location X
"Date of the last update of the agreements: May 17th, 2018",neutral,2848,BlueMail,There is a date of the last update of the agreements
"This service employs third-party cookies, but with opt-out instructions",bad,3115,L'Equipe,"Third party cookies are employed, but with opt out instructions"
The court of law governing the Terms is in California.,neutral,1010,Patreon,The court of law governing the terms is in location X
Your profile is combined across various products,bad,251,Foursquare,Your profile is combined across various products
The service will resist legal requests for your information where reasonably possible,good,177,Wikimedia,The service will resist legal requests for your information where reasonably possible
The service does not share user information with third parties,good,327,RiseUp.net,Your personal data is not shared with third parties
"Other applicable rules, terms, conditions or guidelines",neutral,2702,Douban,"Other applicable rules, terms, conditions or guidelines"
The service informs users about the risk of publishing personal info online,good,2416,BitDefender,You are informed about the risk of publishing personal info online
This service shares your personal data with third parties that are not essential to its operation (through Facebook ads),bad,444,Heaven HR,This service shares your personal data with third parties that are not essential to its operation
Your private content may be accessed by people working for the service,neutral,2947,Skillshare,Your private content may be accessed by people working for the service
The court of law governing the terms is in the State of Delaware,neutral,1209,Ryver,The court of law governing the terms is in location X
"When the service wants to change its terms, you are notified at least 30 days in advance",good,2481,Instabridge,"When the service wants to change its terms, you are notified a week or more in advance"
Doodle has a no refund policy,neutral,613,Doodle,The service has a no refund policy
The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection (USA),bad,2617,Open Collective,The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection
"The court of law governing the terms is in location Ontario, Canada",neutral,2645,Rumble,The court of law governing the terms is in location X
Your personal data is not sold,good,460,Credit Karma,Your personal data is not sold
Your DNA samples may be shared with law enforcement agencies,bad,2518,FamilyTreeDNA,Your personal data may be disclosed to comply with government requests without notice to you
"[EEA/UK/CH] When the service wants to change its terms, you are notified a week or more in advance.",good,7103,Pico,"When the service wants to change its terms, you are notified a week or more in advance"
"If you are the target of a copyright claim, your content may be removed",neutral,262,Symbaloo,"If you are the target of a copyright claim, your content may be removed"
The service may collect extra data about you through promotions,bad,186,Flickr,Extra data may be collected about you through promotions
The service does not guarantee accuracy or reliability of the information provided,neutral,511,MyAnimeList,The service does not guarantee accuracy or reliability of the information provided
This service does not sell your personal data,good,327,RiseUp.net,Your personal data is not sold
You are tracked via device fingerprinting,bad,1564,MeWe,"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting"
You wave your right to a class action.,bad,317,Fox News,You waive your right to a class action
"The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection (Victoria, Australia)",bad,3335,Realestate.com.au,The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection
The posting of pornographic content is prohibited,neutral,3160,Rofkin,The posting of pornographic content is prohibited
The service may sell your data unless you opt out,bad,186,Flickr,Your Personal data may be sold unless you opt out
"Optionally, user-generated content can be encrypted, and this service cannot decrypt it",good,2455,matrix.org,"This service claims User-generated content is encrypted, and they can not decrypt it"
Any liability on behalf of the service is only limited to $10,bad,3015,Session,Any liability on behalf of the service is only limited to the fees you paid as a user
Discogs does not guarantee that any software errors will be corrected,bad,603,Discogs,The service does not guarantee that software errors will be corrected
The court of law governing the terms is in a jurisdiction that is friendlier to user privacy protection (Sweden),good,2481,Instabridge,The court of law governing the terms is in a jurisdiction that is friendlier to user privacy protection
This services gives no guarantee regarding quality,neutral,275,Minecraft,No guarantee is given regarding quality
This service can share your personal information to third parties ,bad,264,VKontakte,This service shares your personal data with third parties that are not essential to its operation
Instructions are provided on how to submit a copyright claim,neutral,262,Symbaloo,Instructions are provided on how to submit a copyright claim
This service holds onto content that you've deleted,bad,165,Goodreads,This service holds onto content that you've deleted
"The service can delete your account without a reason, but upon prior notice",bad,2745,Disney+,Your account can be deleted or permanently suspended without prior notice and without a reason
There is a date of the last update of the Privacy Policy,neutral,5661,Blooket,There is a date of the last update of the agreements
This service does not guarantee that the products obtained through it meet your expectations or requirements,neutral,2195,Wolt,This service does not guarantee that it or the products obtained through it meet your expectations or requirements
Your address is not sold,good,3682,webmail,Your personal data is not sold
This service offers an anonymous payment method,good,2866,VPN.AC,An anonymous payment method is offered
There is a date of the last update of the agreements (Privacy Policy: March 2021),neutral,3587,Wickr Me,There is a date of the last update of the agreements
Yle ID is provided 'as is' and to be used at your sole risk,neutral,3580,Yleisradio,The service is provided 'as is' and to be used at your sole risk
Your account can be deleted without prior notice and without a reason,bad,989,Washington Post,Your account can be deleted or permanently suspended without prior notice and without a reason
 The service is only available in some countries approved by its government,bad,2506,SmartNews, The service is only available in some countries approved by its government
A complaint mechanism is provided for the handling of personal data,good,3115,L'Equipe,A complaint mechanism is provided for the handling of personal data
"The court of law governing the terms is in New York, New York, U.S.A",neutral,4521,Gettr,The court of law governing the terms is in location X
"Discogs users agree not to submit libelous, harassing or threatening content",neutral,603,Discogs,"You agree not to submit libelous, harassing or threatening content"
"The court of law governing the terms is in Delaware, U.S.",neutral,4528,Tubi,The court of law governing the terms is in location X
Your information is only shared with third parties when given specific consent,good,1826,Disroot,Your information is only shared with third parties when given specific consent
Any liability on behalf of the service is only limited to $100,bad,3534,Flipboard,Any liability on behalf of the service is only limited to the fees you paid as a user
Features of the website are made available under a free software license,good,306,Mega,Features of the service are made available under a free software license
This service can view your browser history,bad,591,Ecosia,Your browsing history can be viewed by the service
The service does not use third-party analytics or tracking,good,837,Netsyms Technologies,No third-party analytics or tracking platforms are used
"The court of law governing the terms is in location Nicosia, Cyprus",neutral,2453,iFunny,The court of law governing the terms is in location X
Specific content can be deleted without reason and may be removed without prior notice,bad,3202,Synology,Specific content can be deleted without reason and may be removed without prior notice
This service does not guarantee that it or the products obtained through it meet the users' expectations or requirements,neutral,327,RiseUp.net,This service does not guarantee that it or the products obtained through it meet your expectations or requirements
"You can request access, correction and deletion of your data",good,2136,Le Soir,"You can request access, correction and/or deletion of your data"
"Amazon WorkMail prohibits users sending chain letters, junk mail, spam or any unsolicited messages.",neutral,1339,Amazon AWS,"You are prohibited from sending chain letters, junk mail, spam or any unsolicited messages"
The service claims to be LGPD compliant for Brazilian users,good,252,Uber,The service claims to be LGPD compliant for Brazilian users
The service can distribute your content through any media ,neutral,2536,WordReference,Your content can be distributed through any media known now or in the future
Any liability on behalf of the service is only limited to the past year of fees you paid as a user not exceeding $100,bad,4154,ClassDojo,Any liability on behalf of the service is only limited to the fees you paid as a user
This service is only available to users over 18 years old,neutral,1731,Follow My Health,This service is only available to users over a certain age
This service is only available to users over a certain age (13),neutral,4521,Gettr,This service is only available to users over a certain age
The service makes critical changes to its terms without user involvement,neutral,614,Amnesty International Limited (UK),Critical changes to the terms are made without user involvement
The service informs users that its privacy policy does not apply to third party websites,neutral,208,Pure Dating,The service informs you that its privacy policy does not apply to third party websites
The service claims to be CCPA compliant for California users,good,251,Foursquare,The service claims to be CCPA compliant for California users
Your personnal data may be accessed by people working for the service,neutral,3153,Météo France,Your private content may be accessed by people working for the service
There is a date of the last update of the agreements (July 2020),neutral,4139,MIT App Inventor,There is a date of the last update of the agreements
Usernames can be rejected or changed for any reason,bad,251,Foursquare,Usernames can be rejected or changed for any reason
"In some countries, your identity is used in ads that are shown to other users",bad,2895,Line Corporation,Your identity is used in ads that are shown to other users
You aren’t forced into binding arbitration in case of disputes,good,3160,Rofkin,You aren’t forced into binding arbitration in case of disputes
Any liability on behalf of the service is only limited to the fees you paid as a user or $1500,bad,3144,OneSignal,Any liability on behalf of the service is only limited to the fees you paid as a user
You waive your right to a class action (unless you opt out),bad,846,Crunchyroll,You waive your right to a class action
